accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR12538442	SRP279131	new	PRJNA659851	SAMN15928721	S0286	BGT_GA03_GP13_160	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0286.R1.fastq.gz	S0286.R2.fastq.gz				
SRR12538440	SRP279131	new	PRJNA659851	SAMN15928722	S0287	BGT_GA03_GP13_161	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0287.R1.fastq.gz	S0287.R2.fastq.gz				
SRR12538439	SRP279131	new	PRJNA659851	SAMN15928723	S0288	BGT_GA03_GP13_162	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0288.R1.fastq.gz	S0288.R2.fastq.gz				
SRR12538438	SRP279131	new	PRJNA659851	SAMN15928724	S0289	BGT_GA03_GP13_163	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0289.R1.fastq.gz	S0289.R2.fastq.gz				
SRR12538437	SRP279131	new	PRJNA659851	SAMN15928725	S0290	BGT_GA03_GP13_164	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0290.R1.fastq.gz	S0290.R2.fastq.gz				
SRR12538436	SRP279131	new	PRJNA659851	SAMN15928726	S0291	BGT_GA03_GP13_165	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0291.R1.fastq.gz	S0291.R2.fastq.gz				
SRR12538435	SRP279131	new	PRJNA659851	SAMN15928727	S0292	BGT_GA03_GP13_166	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0292.R1.fastq.gz	S0292.R2.fastq.gz				
SRR12538434	SRP279131	new	PRJNA659851	SAMN15928728	S0293	BGT_GA03_GP13_167	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0293.R1.fastq.gz	S0293.R2.fastq.gz				
SRR12538433	SRP279131	new	PRJNA659851	SAMN15928729	S0293_redo	BGT_GA03_GP13_168	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0293_redo.R1.fastq.gz	S0293_redo.R2.fastq.gz				
SRR12538432	SRP279131	new	PRJNA659851	SAMN15928730	S0299	BGT_GA03_GP13_169	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0299.R1.fastq.gz	S0299.R2.fastq.gz				
SRR12538431	SRP279131	new	PRJNA659851	SAMN15928731	S0300	BGT_GA03_GP13_170	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0300.R1.fastq.gz	S0300.R2.fastq.gz				
SRR12538429	SRP279131	new	PRJNA659851	SAMN15928732	S0300_redo	BGT_GA03_GP13_171	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0300_redo.R1.fastq.gz	S0300_redo.R2.fastq.gz				
SRR12538428	SRP279131	new	PRJNA659851	SAMN15928733	S0301	BGT_GA03_GP13_172	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0301.R1.fastq.gz	S0301.R2.fastq.gz				
SRR12538427	SRP279131	new	PRJNA659851	SAMN15928734	S0302	BGT_GA03_GP13_173	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0302.R1.fastq.gz	S0302.R2.fastq.gz				
SRR12538426	SRP279131	new	PRJNA659851	SAMN15928735	S0302_redo	BGT_GA03_GP13_174	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0302_redo.R1.fastq.gz	S0302_redo.R2.fastq.gz				
SRR12538425	SRP279131	new	PRJNA659851	SAMN15928736	S0303	BGT_GA03_GP13_175	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0303.R1.fastq.gz	S0303.R2.fastq.gz				
SRR12538424	SRP279131	new	PRJNA659851	SAMN15928737	S0305	BGT_GA03_GP13_176	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0305.R1.fastq.gz	S0305.R2.fastq.gz				
SRR12538423	SRP279131	new	PRJNA659851	SAMN15928738	S0306	BGT_GA03_GP13_177	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0306.R1.fastq.gz	S0306.R2.fastq.gz				
SRR12538422	SRP279131	new	PRJNA659851	SAMN15928739	S0307	BGT_GA03_GP13_178	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0307.R1.fastq.gz	S0307.R2.fastq.gz				
SRR12538421	SRP279131	new	PRJNA659851	SAMN15928740	S0309	BGT_GA03_GP13_179	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0309.R1.fastq.gz	S0309.R2.fastq.gz				
SRR12538420	SRP279131	new	PRJNA659851	SAMN15928741	S0311	BGT_GA03_GP13_180	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0311.R1.fastq.gz	S0311.R2.fastq.gz				
SRR12538418	SRP279131	new	PRJNA659851	SAMN15928742	S0312	BGT_GA03_GP13_181	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0312.R1.fastq.gz	S0312.R2.fastq.gz				
SRR12538416	SRP279131	new	PRJNA659851	SAMN15928743	S0313	BGT_GA03_GP13_182	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0313.R1.fastq.gz	S0313.R2.fastq.gz				
SRR12538415	SRP279131	new	PRJNA659851	SAMN15928744	S0314	BGT_GA03_GP13_183	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0314.R1.fastq.gz	S0314.R2.fastq.gz				
SRR12538414	SRP279131	new	PRJNA659851	SAMN15928745	S0315	BGT_GA03_GP13_184	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0315.R1.fastq.gz	S0315.R2.fastq.gz				
SRR12538413	SRP279131	new	PRJNA659851	SAMN15928746	S0316	BGT_GA03_GP13_185	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0316.R1.fastq.gz	S0316.R2.fastq.gz				
SRR12538692	SRP279131	new	PRJNA659851	SAMN15928747	S0317	BGT_GA03_GP13_186	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0317.R1.fastq.gz	S0317.R2.fastq.gz				
SRR12538691	SRP279131	new	PRJNA659851	SAMN15928748	S0318	BGT_GA03_GP13_187	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0318.R1.fastq.gz	S0318.R2.fastq.gz				
SRR12538690	SRP279131	new	PRJNA659851	SAMN15928749	S0320	BGT_GA03_GP13_188	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0320.R1.fastq.gz	S0320.R2.fastq.gz				
SRR12538689	SRP279131	new	PRJNA659851	SAMN15928750	S0321	BGT_GA03_GP13_189	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0321.R1.fastq.gz	S0321.R2.fastq.gz				
SRR12538688	SRP279131	new	PRJNA659851	SAMN15928751	S0322	BGT_GA03_GP13_190	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0322.R1.fastq.gz	S0322.R2.fastq.gz				
SRR12538687	SRP279131	new	PRJNA659851	SAMN15928752	S0323	BGT_GA03_GP13_191	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0323.R1.fastq.gz	S0323.R2.fastq.gz				
SRR12538686	SRP279131	new	PRJNA659851	SAMN15928753	S0324	BGT_GA03_GP13_192	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0324.R1.fastq.gz	S0324.R2.fastq.gz				
SRR12538685	SRP279131	new	PRJNA659851	SAMN15928754	S0325	BGT_GA03_GP13_193	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0325.R1.fastq.gz	S0325.R2.fastq.gz				
SRR12538684	SRP279131	new	PRJNA659851	SAMN15928755	S0326	BGT_GA03_GP13_194	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0326.R1.fastq.gz	S0326.R2.fastq.gz				
SRR12538683	SRP279131	new	PRJNA659851	SAMN15928756	S0331	BGT_GA03_GP13_195	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0331.R1.fastq.gz	S0331.R2.fastq.gz				
SRR12538682	SRP279131	new	PRJNA659851	SAMN15928757	S0332	BGT_GA03_GP13_196	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0332.R1.fastq.gz	S0332.R2.fastq.gz				
SRR12538681	SRP279131	new	PRJNA659851	SAMN15928758	S0333	BGT_GA03_GP13_197	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0333.R1.fastq.gz	S0333.R2.fastq.gz				
SRR12538680	SRP279131	new	PRJNA659851	SAMN15928759	S0334	BGT_GA03_GP13_198	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0334.R1.fastq.gz	S0334.R2.fastq.gz				
SRR12538679	SRP279131	new	PRJNA659851	SAMN15928760	S0335	BGT_GA03_GP13_199	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0335.R1.fastq.gz	S0335.R2.fastq.gz				
SRR12538678	SRP279131	new	PRJNA659851	SAMN15928761	S0336	BGT_GA03_GP13_200	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0336.R1.fastq.gz	S0336.R2.fastq.gz				
SRR12538675	SRP279131	new	PRJNA659851	SAMN15928762	S0337	BGT_GA03_GP13_201	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0337.R1.fastq.gz	S0337.R2.fastq.gz				
SRR12538674	SRP279131	new	PRJNA659851	SAMN15928763	S0339	BGT_GA03_GP13_202	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0339.R1.fastq.gz	S0339.R2.fastq.gz				
